id,texto,palabras_ambiguas,genero
1226,"Hay casos que, cuanto más miras, menos entiendes. Los medios presentan un relato diáfano, un rompecabezas resuelto; la realidad deja cabos sueltos, lagunas, piezas que no encajan, declaraciones de tes",clave,Drama
1230,"La verdad es que me ha sorprendido muy agradablemente esta serie. Empecé a verla como si de un crimen real más se tratara, con su morbillo y tal, y no ha sido así exactamente.El caso ya de por sí se s",estrella,Drama
1242,"Tal y como sucede con ""El cuerpo en llamas"", nos encontramos con otro producto true crime español servido en bandeja de plata para el deleite del público mainstream dispuesto a consumir (casi) cualqui",plata,Drama
1246,"Serie de moda, que parece concitar muchos aplausos, pero que a mí se me ha hecho aburrida. Realmente no nos cuenta nada que no supiéramos ya de un caso que tuvo tanta repercusión mediática, y no da pr",clave,Drama
1260,"188/12(12/07/24) Tras terminar de ver esta serie tv (6 episodios) Netflix true crime española avalada por alabanzas, mi veredicto es de producción sobre valorada, entretenidilla, pero con taras notori",cabo,Drama
1269,"La tal  Candela Peña es de pena. El Javier Gutiérrez parece que siga con su papel en Torrente. Dónde se ha visto un juez tan macarra, prepotente, fumando en dependencias oficiales, hablando con el móv",clave,Drama
1287,Zack Snyder vuelve a la carga para presentar la continuación lógica y poco deseada de su nuevo universo. Rebel Moon es como una de las tantas bombas que detonan en su espectáculo: una explosión cuya c,columna,Accion
1295,"Dirigida por Zack Snyder y protagonizada por Sofia Boutella, Ed Skrein, Djimon Hounsou, Michiel Huisman, Bae Doona y Ray Fisher.SinopsisLos rebeldes se preparan para luchar contra Mundo madre mientras",linea,Accion
1300,"Siento no poder hacer una critica de la película en condiciones puesto que no conseguí terminar, existe un momento que el tiempo invertido es suficiente como para que deba terminar de verla... algún d",campo,Accion
1304,"Pues eso, al igual que la 1ª, otra Imitación barata de SW o similares, con efectos aceptables y actuaciones pasables para este tipo de películas. Eso sí, siguiendo la línea de la 1ª y la tendencia act",linea,Accion
1324,"Probablemente es la cantante que más tirón tiene en la actualidad, sobre todo entre las adolescentes y preadolescentes, lo digo por mi sobrina, que la oye hasta en la sopa. A Aitana le ha picado el gu",oro,Comedia
1333,"El pájaro loco ha sido un personaje que siempre me ha hecho gracia, al menos en sus series animadas, aquí no.Todo es exageradamente ridículo, destinada a un público infantil, pero muy infantil. La tra",oro,Aventura
1337,"La trama nos presenta a Lale Kiran, la ‘reina’ del rating noticiario de un canal nacional de renombre y en consecuencia, el ente aspiracional de una jovencita estudiante de comunicaciones que termina ",linea,Drama
1351,"Comencé a ver la serie con las expectativas de ver algo totalmente distendido, fresco y absurdo y de repente terminé llorando a moco tendido por el drama y las escenas tan fuertes que nos presentan ac",oro,Comedia
1352,"Creada por Richard Gadd y dirigida por Weronika Tofilska y Josephine Bornebusch e interpretada por Richard Gadd, Jessica Gunning, Nava Mau y Tom Goodman-Hill.SinopsisCuando un cómico en apuros tiene u",clave,Comedia
1358,"Que cantidad de emociones, de sentimientos, de buenas interpretaciones.....contenidas en sólo siete cortos capítulos. Por supuesto me la he visto en una tarde. Y es que el guión de esta pequeña maravi",clave,Comedia
1369,"De vez en cuando sucede. Antes pasaba más a menudo pero, en la actualidad, es la excepción a la regla. Parece que Gadd tenía algo para decir. Quizás su ""basado en una historia real"" sea cierto en part",linea,Comedia
1379,"Si, una vez más caí en las tendencias, no es que sea algo malo, pero soy medio salmón. Por suerte esta vez no me pasó de comerme un bodrio, me encontré con una serie interesante que toca el tema de la",clave,Comedia
1389,"Definitivamente, «Mi reno de peluche» es una de las (mini) series más inquietantes en mucho tiempo. Sórdida y feísta a machamartillo, combina comedia —cierto que negra como el betún— y terror psicológ",clave,Comedia
1393,"Refleja muy bien el ambiente sórdido y deprimente de un hombre inseguro, completamente perdido en la vida, sin autoestima ni recursos para vivir dignamente. Eso influye en la vulnerabilidad del person",curso,Comedia
1397,"Miniserie de Netflix basada en hechos reales que aborda de forma desgarradora temas tan controvertidos como el acoso, los abusos sexuales, la falta de amor propio, la manipulación y los diferentes tra",cabo,Comedia
1399,"Creo que esta miniserie habla sobre todo de la empatía y como esta puede llegar a joderte la vida si no eres capaz de gestionarla en su justa medida.Me daba mucha pereza ver esta serie por su reseña, ",gato | linea,Comedia
1400,"Todo el mundo está hablando de Mi reno de peluche (Babt Reindeer), y claro, al final como un borrego, me he apuntado a la fiesta, pero no sólo porque la crítica y el público se hayan enamorado de ella",clave | oro,Comedia
1429,"Cómo saben me gusta ver películas y series de varios países, no quedarme tan solo con Usa o mi querida Argentina. Cuando apareció esta serie en el catálogo de Netflix me pareció interesante ver una se",clave,Drama
1430,"Los secuestros aéreos suelen resultar muy jugosos, toda una experiencia; a la lógica inquietud por el hecho de estar en el aire se le suma el peligro cierto de que te peguen un tiro. Esta excelente pr",linea,Drama
1436,"*Prometedor inicioDespués de su debut cinematográfico con “Cerdita”, muchos esperaban con ganas la segunda película de Carlota Pereda. Por eso, las expectativas en torno a La ermita eran altas y lo qu",corona | gato,Drama
1438,CERDITA no me pareció el gran debut que muchos quisieron vendernos pero tenía cierta frescura y originalidad. Se notaba el presupuesto escaso y eso la hacía más valiosa de lo que era. Ahora se han caí,linea,Drama
1440,"Empodero ciertas fibras que me conmueven cuando conozco historias sobrenaturales, ciertamente terroríficas, pero eso no significa que sean del género de terror. En ellas hay mucho de lo que aprender, ",campo,Drama
1442,"La directora madrileña Carlota Pereda afronta sin ningún pudor una historia del cine fantástico, envuelta  en lo ancestral de la cultura vasca, en la que se entremezcla con el dramatismo personal y la",cabo | cabo | vela,Drama
1447,"Llega Parasyte: Los grises. Adaptación de un manga con el mismo nombre.Luego de una caída de esporas, diversos organismos parasitarios se filtran entre los seres humanos, tomando anfitriones en los qu",gato | raton,Ciencia Ficcion
1453,"Dirigida por Philip Martin (The Crown) y protagonizada por Gillian Anderson, Keeley Hawes, Billie Piper, Rufus Sewell y Romola Garai.Sinopsis:Cómo la BBC obtuvo la explosiva entrevista con el Príncipe",linea,Drama
1454,"A todos aquellos fans de The Crown que esperabais como yo con muchas ganas este film, lamento informaros de que pese a tener en la silla del director a Philip Martin, responsable de la mayoría de capí",corona,Drama
1455,"La película muestra cómo un programa periodístico de la BBC gestionó y produjo en 2019 una entrevista exclusiva con el príncipe Andrew, el desarrollo de esa entrevista y sus consecuencias, ya que el h",estrella | corona | corona,Drama
1458,"Makoto Shinkai es el director de la muy interesante ""Your Name"", una película que me hizo abrigar esperanzas de que alguien tomase el relevo del estudio Ghibli tras la anunciada retirada de sus dos pr",corona,Aventura
1463,"Vi esta película habiendo visto “Your Name”( film estrella del director) ,y he de decir que aunque esta película me pareció que tenia un arte muy bonito y único, me parece unos escalones por debajo de",estrella,Aventura
1465,"En primer lugar, el director explora otra vez los desastres naturales teniendo la base real de que Japón ha sufrido muchos, así como el ocurrido en 2011. En este caso, ha descendido: En 'Your Name' er",gato | gato,Aventura
1467,Soy una gran admiradora de toda la trayectoria cinematográfica de Shinkai. Nunca seré capaz de explicar lo que siento al ver una obra suya. Es como recibir una caricia al alma. Es mágico. Estoy segura,linea,Aventura
1469,"La llave que abre las puertas de nuestra vida. A nuestro pasado o a nuestro futuro, y esa acción, determinante, puede marcar para siempre no sólo el propio, sino también el ajeno, el colectivo, de aqu",gato,Aventura
1472,"Hay momentos definitorios siempre en la vida, que marcan un punto de inflexión en los personajes, que los conduce hacia la odisea que será clave en sus vidas, pero siempre deben cruzar un umbral de un",clave,Aventura
1474,Puede que 2023 termine siendo uno de los mejores años para la animación en mucho tiempo. No sólo Illumination Entertainment rompió records absolutos con “The Super Mario Bros”. Movie. También resulta ,clave | gato,Aventura
1480,"Nueva película de Makoto Shinkai, el cineasta que me fascinó con su película «Your name» (https://keizzine.wordpress.com/2017/04/16/your-name-kimi-no-na-wa/) hace seis años, y que se ganó el derecho a",gato,Aventura
1487,"Aquí tenemos una hermosa película de animación japonesa que nos narra la increíble experiencia de Suzume, una chica de 17 años que por cosas del destino acaba siendo la heroína de Japón, aunque prácti",gato,Aventura
1490,"Una chica llamada Suzume se cruza con un chico guapo que busca puertas en ruinas y sitios abandonados, que resulta que son portales a otra dimensión. Él las cierra para evitar catástrofes chungas, y e",gato | gato,Aventura
1496,"Si bien me faltan un par de episodios para terminarla, esta serie es de lo mejor que he visto en lo que llevamos de año. Cuando era jovenzuelo me leí un par de novelas de Patricia Highsmith de la seri",estrella,Terror
1503,"Resulta curioso: el señor Ripley es un impostor al que parece no importarle nadie más que él mismo, careciendo por completo de simpatía y empatía... Sin embargo, a medida que avanza la historia, uno t",gato,Terror
1517,"Pocas veces se tiene la posibilidad de disfrutar de una serie como esta.Estoy seguro que Zaillian ha visto mucho cine europeo, al menos yo he visto cine de Malle, de Clouzot y sobre todo en el capitul",copa,Terror
1520,"La serie ‘Ripley’ de Netflix, basada en la novela ‘El talento de Mr. Ripley’ de Patricia Highsmith, es una producción que destaca por su meticulosa atención al detalle, tanto en su narrativa visual co",linea,Terror
1526,"Si, de acuerdo con la mayoría de los críticos especializados y no tanto, es una serie que se sale de la norma, el hecho de estar rodada en blanco y negro, recuerda al gran cineasta Fellini, desde lueg",gato,Terror
1528,"Debo confesar que me dispuse a ver la serie sin haber leído los libros de Patricia Highsmith, ni tampoco haber visto las películas basadas en esas novelas. Quizá eso haya contribuido a una mejor aprec",clave,Terror
1529,"Steven Zaillian lo hizo de nuevo.Ocho años se demoró en adaptar ""Ripley""  después de la entrega de la mejor miniserie de todos los tiempos ""The night of"" del 2016.  Nuevamente Zaillian deja en las man",gato,Terror
1532,"198/20(22/07/24) Notable miniserie estadounidense de suspenso psicológico neo-noir creada, escrita y dirigida por Steven Zaillian, basada en la (famosa novela) novela policíaca de Patricia Highsmith d",raton | gato | gato,Terror
1536,"Debo admitir un prejuicio propio y rayano con la ignorancia antes de comenzar: Cuando Netflix estrenó la miniserie pensé anticipadamente: “Este tema ya lo agotaron en cine, es una historia de ficción ",estrella,Terror
